ship,port,status,arrivalDate,arrivalTime,departureDate,departureTime,guestCount,crewCount
MS Noordam,Akaroa,CANCELLED,24/03/2020,07:00:00,24/03/2020,19:00:00,1972,820
Radiance Of The Seas,Bay Of Islands,CANCELLED,24/03/2020,08:00:00,24/03/2020,17:00:00,2064,858
Silver Muse,Fiordland,CANCELLED,24/03/2020,08:00:00,24/03/2020,17:00:00,623,417
MS Noordam,Dunedin,CANCELLED,25/03/2020,08:00:00,25/03/2020,18:00:00,1972,820
Le Lapérouse,Picton,CANCELLED,25/03/2020,08:00:00,25/03/2020,18:00:00,184,124
Azamara Journey,Auckland,CREW ONLY,26/03/2020,20:30:00,31/03/2020,17:00:00,,
MS Noordam,Fiordland,CANCELLED,26/03/2020,,26/03/2020,,1972,820
Le Lapérouse,Wellington,CANCELLED,26/03/2020,08:00:00,26/03/2020,17:45:00,184,124
Le Lapérouse,Napier,CANCELLED,27/03/2020,12:30:00,27/03/2020,19:30:00,184,124
Le Lapérouse,Tauranga,CANCELLED,29/03/2020,07:00:00,29/03/2020,17:00:00,184,124
Le Lapérouse,Auckland,CANCELLED,30/03/2020,06:45:00,30/03/2020,18:00:00,184,124
Ovation Of The Seas,Bay Of Islands,CANCELLED,30/03/2020,07:00:00,30/03/2020,16:00:00,4180,1500
Radiance Of The Seas,Fiordland,CANCELLED,30/03/2020,08:00:00,30/03/2020,17:00:00,2064,858
Celebrity Solstice,Bay Of Islands,CANCELLED,31/03/2020,10:00:00,31/03/2020,20:00:00,2850,1250
Le Lapérouse,Bay Of Islands,CANCELLED,31/03/2020,07:00:00,31/03/2020,13:00:00,184,124
Radiance Of The Seas,Dunedin,CANCELLED,31/03/2020,08:00:00,31/03/2020,17:00:00,2064,858
Radiance Of The Seas,Akaroa,CANCELLED,01/04/2020,08:00:00,01/04/2020,17:00:00,2064,858
Celebrity Solstice,Auckland,CANCELLED,01/04/2020,06:30:00,01/04/2020,20:00:00,2850,1250
Celebrity Solstice,Bay Of Islands,CANCELLED,02/04/2020,08:00:00,02/04/2020,17:00:00,2850,1250
Radiance Of The Seas,Auckland,CANCELLED,03/04/2020,08:00:00,03/04/2020,18:00:00,2064,858
Radiance Of The Seas,Bay Of Islands,CANCELLED,04/04/2020,08:00:00,04/04/2020,17:00:00,2064,858
MS Noordam,Fiordland,CANCELLED,05/04/2020,07:00:00,05/04/2020,,1972,820
Ovation Of The Seas,Fiordland,CANCELLED,05/04/2020,08:00:00,05/04/2020,17:00:00,4180,1500
Queen Elizabeth,Wellington,CANCELLED,05/04/2020,,05/04/2020,,2092,1097
MS Noordam,Dunedin,CANCELLED,06/04/2020,08:00:00,06/04/2020,18:00:00,1972,820
Ovation Of The Seas,Dunedin,CANCELLED,06/04/2020,08:00:00,06/04/2020,17:30:00,4180,1500
MS Noordam,Akaroa,CANCELLED,07/04/2020,07:00:00,07/04/2020,18:00:00,1972,820
Ruby Princess,Fiordland,CANCELLED,07/04/2020,08:00:00,07/04/2020,17:00:00,3034,1174
Queen Elizabeth,Tauranga,CANCELLED,07/04/2020,,07/04/2020,,2092,1097
Ovation Of The Seas,Wellington,CANCELLED,07/04/2020,13:00:00,07/04/2020,20:00:00,4180,1500
Le Lapérouse,Auckland,CREW ONLY,08/04/2020,05:00:00,08/04/2020,19:00:00,,
Queen Elizabeth,Auckland,CANCELLED,08/04/2020,,08/04/2020,,2092,1097
Ruby Princess,Dunedin,CANCELLED,08/04/2020,08:00:00,08/04/2020,18:00:00,3034,1174
Ovation Of The Seas,Picton,CANCELLED,08/04/2020,08:00:00,08/04/2020,17:00:00,4180,1500
MS Noordam,Wellington,CANCELLED,08/04/2020,08:00:00,08/04/2020,16:00:00,1972,820
Ruby Princess,Akaroa,CANCELLED,09/04/2020,08:00:00,09/04/2020,18:00:00,3034,1174
Queen Elizabeth,Bay Of Islands,CANCELLED,09/04/2020,,09/04/2020,,2092,1097
MS Noordam,Napier,CANCELLED,09/04/2020,07:00:00,09/04/2020,14:00:00,1972,820
MS Noordam,Tauranga,CANCELLED,10/04/2020,10:00:00,10/04/2020,16:45:00,1972,820
Ruby Princess,Wellington,CANCELLED,10/04/2020,08:00:00,10/04/2020,18:00:00,3034,1174
MS Noordam,Auckland,CANCELLED,11/04/2020,07:00:00,11/04/2020,17:00:00,1972,820
Pacific Aria,Bay Of Islands,CANCELLED,11/04/2020,08:00:00,11/04/2020,18:00:00,1260,597
Golden Princess,Marlborough Sounds,CANCELLED,11/04/2020,15:00:00,11/04/2020,18:00:00,2636,1073
Ruby Princess,Tauranga,CANCELLED,11/04/2020,06:00:00,11/04/2020,17:15:00,3034,1174
Pacific Aria,Auckland,CANCELLED,12/04/2020,07:00:00,12/04/2020,16:00:00,1260,597
Ruby Princess,Auckland,CANCELLED,12/04/2020,06:30:00,12/04/2020,18:00:00,3034,1174
MS Noordam,Bay Of Islands,CANCELLED,12/04/2020,07:00:00,12/04/2020,14:00:00,1972,820
Golden Princess,Wellington,CANCELLED,12/04/2020,08:00:00,12/04/2020,18:00:00,2636,1073
Golden Princess,Napier,CANCELLED,13/04/2020,07:00:00,13/04/2020,15:00:00,2636,1073
Celebrity Solstice,Auckland,CANCELLED,14/04/2020,06:30:00,14/04/2020,18:00:00,2850,1250
Golden Princess,Tauranga,CANCELLED,14/04/2020,07:00:00,14/04/2020,18:00:00,2636,1073
Golden Princess,Auckland,CANCELLED,15/04/2020,07:00:00,15/04/2020,18:00:00,2636,1073
Celebrity Solstice,Tauranga,CANCELLED,15/04/2020,08:00:00,15/04/2020,18:00:00,2850,1250
Celebrity Solstice,Wellington,CANCELLED,17/04/2020,08:00:00,17/04/2020,18:00:00,2850,1250
MV Seabourn Sojourn,Fiordland,CANCELLED,17/04/2020,08:00:00,17/04/2020,10:00:00,450,338
Celebrity Solstice,Akaroa,CANCELLED,18/04/2020,08:00:00,18/04/2020,19:00:00,2850,1250
MV Seabourn Sojourn,Stewart Island,CANCELLED,18/04/2020,08:00:00,18/04/2020,17:00:00,450,338
Celebrity Solstice,Dunedin,CANCELLED,19/04/2020,07:00:00,19/04/2020,17:00:00,2850,1250
MV Seabourn Sojourn,Dunedin,CANCELLED,19/04/2020,08:00:00,19/04/2020,17:00:00,450,338
Celebrity Solstice,Fiordland,CANCELLED,20/04/2020,08:00:00,20/04/2020,18:00:00,2850,1250
MV Seabourn Sojourn,Akaroa,CANCELLED,20/04/2020,07:00:00,20/04/2020,19:00:00,450,338
Radiance Of The Seas,Picton,CANCELLED,21/04/2020,09:30:00,21/04/2020,21:00:00,2064,858
MV Seabourn Sojourn,Kaikoura,CANCELLED,21/04/2020,08:00:00,21/04/2020,17:00:00,450,338
Pacific Aria,Auckland,CANCELLED,22/04/2020,07:00:00,22/04/2020,16:00:00,1260,597
Radiance Of The Seas,Wellington,CANCELLED,22/04/2020,08:00:00,22/04/2020,17:00:00,2064,858
MV Seabourn Sojourn,Nelson,CANCELLED,22/04/2020,08:00:00,22/04/2020,18:00:00,450,338
Ovation Of The Seas,Picton,CANCELLED,23/04/2020,09:30:00,23/04/2020,21:00:00,4180,1500
MV Seabourn Sojourn,New Plymouth,CANCELLED,23/04/2020,07:00:00,23/04/2020,17:00:00,450,338
Ovation Of The Seas,Wellington,CANCELLED,24/04/2020,08:00:00,24/04/2020,17:00:00,4180,1500
MV Seabourn Sojourn,Wellington,CANCELLED,24/04/2020,08:00:00,24/04/2020,23:00:00,450,338
MV Seabourn Sojourn,Napier,CANCELLED,26/04/2020,08:00:00,26/04/2020,18:00:00,450,338
MV Seabourn Sojourn,Gisborne,CANCELLED,27/04/2020,07:00:00,27/04/2020,15:00:00,450,338
Celebrity Solstice,Bay Of Islands,CANCELLED,28/04/2020,10:00:00,28/04/2020,18:00:00,2850,1250
MV Seabourn Sojourn,Tauranga,CANCELLED,28/04/2020,08:00:00,28/04/2020,18:00:00,450,338
Celebrity Solstice,Auckland,CANCELLED,29/04/2020,07:00:00,29/04/2020,16:00:00,2850,1250
MV Seabourn Sojourn,Auckland,CANCELLED,29/04/2020,07:00:00,29/04/2020,18:00:00,450,338
Pacific Aria,Auckland,CANCELLED,30/04/2020,09:00:00,30/04/2020,18:00:00,1260,597
MV Seabourn Sojourn,Bay Of Islands,CANCELLED,30/04/2020,08:00:00,30/04/2020,18:00:00,450,338
Pacific Aria,Napier,CANCELLED,02/05/2020,08:00:00,02/05/2020,18:00:00,1260,597
Pacific Aria,Auckland,CANCELLED,04/05/2020,07:00:00,04/05/2020,16:00:00,1260,597
Sea Princess,Auckland,CANCELLED,08/05/2020,10:00:00,08/05/2020,20:00:00,2016,839
Sea Princess,Bay Of Islands,CANCELLED,09/05/2020,07:00:00,09/05/2020,16:00:00,2016,839
Pacific Aria,Auckland,CANCELLED,12/05/2020,07:00:00,12/05/2020,16:00:00,1260,597
Pacific Aria,Auckland,CANCELLED,22/05/2020,09:00:00,22/05/2020,18:00:00,1260,597
Pacific Aria,Auckland,CANCELLED,25/05/2020,07:00:00,25/05/2020,16:00:00,1260,597
MS Insignia,Wellington,CANCELLED,01/06/2020,08:00:00,01/06/2020,17:00:00,650,375
Pacific Aria,Auckland,CANCELLED,02/06/2020,07:00:00,02/06/2020,16:00:00,1260,597
MS Insignia,Auckland,CANCELLED,03/06/2020,07:00:00,03/06/2020,19:00:00,650,375
MS Insignia,Whangarei,CANCELLED,04/06/2020,08:00:00,04/06/2020,19:00:00,650,375
Pacific Aria,Auckland,CANCELLED,12/06/2020,07:00:00,12/06/2020,18:00:00,1260,597
Pacific Aria,Auckland,CANCELLED,15/06/2020,07:00:00,15/06/2020,16:00:00,1260,597
Pacific Aria,Auckland,CANCELLED,23/06/2020,07:00:00,23/06/2020,16:00:00,1260,597
Sun Princess,Auckland,CANCELLED,27/06/2020,07:00:00,27/06/2020,19:00:00,2010,847
Sun Princess,Bay Of Islands,CANCELLED,28/06/2020,07:00:00,28/06/2020,16:00:00,2010,847
Pacific Aria,Auckland,ON SCHEDULE,04/07/2020,08:00:00,04/07/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,12/07/2020,07:00:00,12/04/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,22/07/2020,07:00:00,22/07/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,05/08/2020,07:00:00,05/08/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,15/08/2020,07:00:00,15/08/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,23/08/2020,07:00:00,23/08/2020,16:00:00,1260,597
Sea Princess,Auckland,ON SCHEDULE,23/08/2020,12:00:00,23/08/2020,22:00:00,2016,839
Pacific Aria,Auckland,ON SCHEDULE,04/09/2020,07:00:00,04/09/2020,18:00:00,1260,597
Sun Princess,Bay Of Islands,ON SCHEDULE,04/09/2020,09:00:00,04/09/2020,18:00:00,2010,847
Pacific Aria,Auckland,ON SCHEDULE,07/09/2020,07:00:00,07/09/2020,16:00:00,1260,597
Sun Princess,Auckland,ON SCHEDULE,09/09/2020,07:00:00,09/09/2020,21:00:00,2010,847
Pacific Aria,Auckland,ON SCHEDULE,17/09/2020,07:00:00,17/09/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,25/09/2020,07:00:00,25/09/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,04/10/2020,07:00:00,04/10/2020,16:00:00,1260,597
Pacific Aria,Auckland,ON SCHEDULE,12/10/2020,07:00:00,12/10/2020,16:00:00,1260,597
